39, State-gov,4, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2,0,40, United-States, <=50K
51, Private,7, Some-college,10, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,36, United-States, <=50K
26, Federal-gov,3, Bachelors,13, Never-married, Tech-support, Not-in-family, Other, Male,0,0,60, United-States, <=50K
27, Local-gov,6, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Private,6, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
28, Federal-gov,17, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private,17, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, State-gov,1, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,13, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
21, ?,7, 7th-8th,4, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,12, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,34, United-States, <=50K
34, Local-gov,10, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,3, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
64, Private,38, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,24, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, ?,14, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,13, United-States, <=50K
38, Federal-gov,2, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,97,0,57, Canada, >50K
47, Local-gov,11, Masters,14, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,50, United-States, >50K
48, Private,8, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,29,40, China, >50K
57, Private,5, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,11, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private,20, 11th,7, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc,5, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, >50K
32, Private,10, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private,7, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,7, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,14, United-States, <=50K
64, Federal-gov,18, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,9,0,45, United-States, >50K
46, Private,10, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
24, State-gov,17, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,9, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
23, Private,12, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3,0,40, United-States, <=50K
30, Private,12, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
34, Private,8, Masters,14, Divorced, Prof-specialty, Own-child, White, Female,0,0,60, United-States, >50K
30, Private,10, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,8, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Local-gov,29, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private,2, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,15, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
35, Private,16, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private,17, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, Honduras, <=50K
46, Private,21, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
71, Private,11, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,11,0,45, United-States, >50K
44, Private,12, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,7, 10th,6, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,14, 12th,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
38, Private,19, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Private,7, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, China, <=50K
47, Private,12, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,11, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
59, State-gov,12, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,14, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
44, Local-gov,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
76, Private,17, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
50, Local-gov,2, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Local-gov,9, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,4, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
27, Private,19, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5,0,40, United-States, >50K
37, Self-emp-inc,9, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,14, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
49, Self-emp-not-inc,9, Some-college,10, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
48, Self-emp-inc,5, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private,10, HS-grad,9, Separated, Prof-specialty, Unmarried, White, Female,0,9,40, Puerto-Rico, <=50K
22, Private,26, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,21, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
36, Private,3, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, ?,18, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
30, State-gov,11, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Local-gov,5, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private,2, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
56, Private,20, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
55, Private,1, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,27, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
52, ?,17, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,18, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
55, Private,13, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3,0,40, United-States, <=50K
47, Private,22, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
23, Private,11, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,65, United-States, <=50K
55, Self-emp-inc,12, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,50, Germany, <=50K
43, Private,20, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private,8, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
62, State-gov,6, Assoc-acdm,12, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov,16, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,8, United-States, <=50K
38, Self-emp-not-inc,4, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private,5, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,42, United-States, <=50K
26, Private,15, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private,14, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,52, United-States, >50K
37, Self-emp-not-inc,7, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States, <=50K
79, Self-emp-inc,5, 12th,8, Widowed, Sales, Not-in-family, White, Male,18,0,45, United-States, >50K
61, Private,8, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
28, Self-emp-not-inc,6, 7th-8th,4, Never-married, Other-service, Other-relative, White, Female,0,0,99, Mexico, <=50K
60, Self-emp-inc,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7,0,60, United-States, >50K
51, Self-emp-inc,15, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,81, United-States, <=50K
34, Private,11, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
35, Private,10, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Local-gov,12, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Private,21, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private,6, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
32, Private,4, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,7, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
27, Private,11, Masters,14, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
40, Private,8, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private,11, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, ?, >50K
25, Private,10, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,18, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private,5, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
26, Private,17, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,35,45, United-States, >50K
52, Private,8, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
32, Private,6, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private,8, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,15, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
48, Private,6, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,44, United-States, <=50K
62, Self-emp-not-inc,10, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
40, Self-emp-not-inc,12, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Black, Female,0,0,2, United-States, <=50K
41, ?,1, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private,10, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
23, Private,4, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Federal-gov,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7,0,40, United-States, >50K
51, State-gov,5, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
63, Self-emp-not-inc,7, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
63, Federal-gov,9, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,7, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
20, ?,14, 11th,7, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, ?,8, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,97,0,30, United-States, >50K
40, Private,10, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,14, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, Cuba, >50K
41, Private,13, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, ?, <=50K
27, ?,13, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,24, United-States, >50K
20, State-gov,7, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private,3, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,29,40, United-States, >50K
35, Private,3, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,13, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,2, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
57, Private,9, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private,7, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,12, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
37, Private,13, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov,26, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc,23, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,12, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,65, United-States, <=50K
27, Private,14, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,11, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
45, Private,9, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
65, Private,15, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
57, Self-emp-not-inc,5, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,97,0,45, United-States, >50K
59, Private,12, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
18, Private,12, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,26, United-States, <=50K
44, Local-gov,23, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,5, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,9, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov,16, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
59, Self-emp-inc,8, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private,5, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov,26, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,90, United-States, <=50K
68, Self-emp-not-inc,8, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,19,0,40, United-States, >50K
63, Private,10, 11th,7, Widowed, Sales, Not-in-family, White, Female,2,0,30, United-States, <=50K
37, Private,7, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, <=50K
46, Local-gov,10, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,29,60, United-States, <=50K
31, Private,7, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Poland, <=50K
23, Private,10, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,7, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Private,11, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,26,44, United-States, <=50K
36, Private,13, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private,1, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Local-gov,6, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,29,45, United-States, >50K
24, Private,13, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private,8, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private,6, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K
40, Private,11, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,29,40, United-States, >50K
31, Local-gov,3, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private,8, 5th-6th,3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,35, Mexico, <=50K
48, Self-emp-inc,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
56, Private,12, Some-college,10, Separated, Tech-support, Unmarried, Black, Female,0,0,38, United-States, <=50K
50, Private,3, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
17, Private,12, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private,33, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,0,26,25, United-States, <=50K
50, Private,19, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private,12, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
34, Private,8, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States, <=50K
32, Self-emp-not-inc,7, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private,13, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-inc,21, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
24, State-gov,23, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private,6, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
36, Private,17, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private,13, Assoc-acdm,12, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,35, Poland, <=50K
46, ?,12, 5th-6th,3, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Mexico, <=50K
39, Private,4, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, ?,11, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K
21, Private,4, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
39, Private,12, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,11, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private,7, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private,33, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Local-gov,13, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, ?,2, Bachelors,13, Married-civ-spouse, ?, Wife, Other, Female,0,0,40, Taiwan, >50K
43, Private,14, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Cuba, <=50K
22, Private,14, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,11, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
69, Local-gov,17, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,8, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
18, ?,7, 11th,7, Never-married, ?, Own-child, White, Male,0,0,12, United-States, <=50K
54, Private,9, HS-grad,9, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
65, ?,7, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States, <=50K
28, Private,9, 12th,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Ecuador, <=50K
27, Local-gov,12, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,0,0,38, United-States, <=50K
35, Private,17, Assoc-acdm,12, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, >50K
38, Private,8, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
33, State-gov,6, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,22, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc,11, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,60, Canada, >50K
38, Private,2, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
51, Self-emp-not-inc,16, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,32,60, Canada, <=50K
26, Private,21, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, Hungary, <=50K
33, Private,12, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
44, Private,15, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
36, Private,28, 9th,5, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,11, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private,7, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,11, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,14,0,55, United-States, >50K
21, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private,49, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Private,9, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,14,0,50, Canada, >50K
62, Private,4, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,50, United-States, >50K
27, Private,9, 11th,7, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, Germany, <=50K
38, Private,13, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private,1, Some-college,10, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
24, Private,6, 12th,8, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
24, ?,22, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,18, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, ?,8, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,14, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,24, Mexico, <=50K
51, Private,12, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,11, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,30,48, United-States, >50K
42, Local-gov,12, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
48, ?,10, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Female,13,0,40, United-States, >50K
49, Private,12, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7,0,43, United-States, >50K
37, Local-gov,6, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,42, United-States, <=50K
37, Self-emp-not-inc,10, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
66, Private,9, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
18, ?,7, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,24, United-States, <=50K
46, Private,17, Assoc-voc,11, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private,5, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private,17, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private,10, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Male,0,0,38, United-States, >50K
19, Private,11, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private,10, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Self-emp-inc,11, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,30,60, Italy, >50K
39, Self-emp-not-inc,9, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
54, Private,5, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,28,40, United-States, >50K
46, Private,19, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
